Department,SubDepartment,Category,Product Name,Price,Product URL,Product Image,Secondary Image,Cert1,Cert2,Cert3,Description,features,Ingredients,Notes
home-and-garden,bath-and-laundry,Laundry,Laundry Essentials Kit,41,https://www.blueland.com/products/laundry-essentials-kit?option=0,https://cdn.sanity.io/images/d864s8gp/production/7420201fa0f5878d5b4f3f6fa3e19977022b0fcc-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/7420201fa0f5878d5b4f3f6fa3e19977022b0fcc-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Tackle laundry day and ditch the plastic-wrapped detergent pods with our full lineup of plastic-free laundry essentials. Get a powerful clean with our plastic-free Laundry Detergent Tablets, a boost of stain-removing power with our Oxi Laundry Booster, and reduce wrinkles, static, and dry time with our Dryer Balls.

    Scents: Spring Bloom (smells like wildflowers and sun-ripened citrus) and Fragrance-Free
    Clean Ingredients: Free from dyes, bleach, and harsh chemicals
    Effective: Independently tested to perform alongside major brands
    Space Saving: Ditch the bulk with tablets that take up half the size of plastic alternatives
    16% Bundle Savings: Get everything in one kit and save on costs and emissions","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,bath-and-laundry,Laundry,Dishwasher & Laundry Duo,36,https://www.blueland.com/products/dishwasher-laundry-duo?option=0,https://cdn.sanity.io/images/d864s8gp/production/02533fde6c9ccacb45314feed6b017e0777c0cdc-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/9fefa3760bad5559d63254d20042705d3504ee31-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"
Save space and money while also doing good for the planet with this duo of two of our sustainable best-sellers. Our Laundry Detergent Tablets and Dishwasher Detergent Tablets have all of the cleaning power without any of the plastic. 100% plastic-free and made with ingredients safe for you and the planet.

    Clean Ingredients: Made with plant-based and planet-friendly ingredients
    Effective: Independently tested to perform alongside major brands
    Space Saving: Ditch the bulk with compact Forever Tins and refill tablets that take up a fraction of the space of the equivalent plastic bottle
    10% Bundle Savings: Get both best-sellers in one kit and save on costs and emissions ","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,bath-and-laundry,Laundry,Laundry & Toilet Duo,35,https://www.blueland.com/products/laundry-toilet-duo,https://cdn.sanity.io/images/d864s8gp/production/21eaf30d77ba56f2efffc07625e67c2b55b7b8f8-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/847fff37b437c589680f7172ac66be994245d177-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Save space and money while also doing good for the planet with this duo of two of our sustainable best-sellers. Our Toilet Bowl Cleaner and Laundry Detergent Tablets have all of the cleaning power without any of the plastic. 100% plastic-free and made with ingredients safe for you and the planet. Two powerful ways to clean, none of the plastic waste.

    Clean Ingredients: Made with plant-based and planet-friendly ingredients
    Effective: Independently tested to perform alongside major brands
    Space Saving: Ditch the bulk with a compact Forever Tin and refill tablets that take up a fraction of the space of the equivalent plastic bottle
    10% Kit Savings: Get two of our best-sellers in one kit and save on costs and emissions","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,bath-and-laundry,Laundry,Laundry Starter Set,20,https://www.blueland.com/products/laundry-starter-set?option=0,https://cdn.sanity.io/images/d864s8gp/production/26502e45b582b2621a4f759ccfe59297be017389-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/26502e45b582b2621a4f759ccfe59297be017389-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Tough on stains, gentle on the planet. Our dry form tablet is tried, tested, and proven to lift the toughest stains—from grass and coffee to food and makeup. Ditch conventional plastic laundry pods with harsh ingredients and enjoy a powerful, plastic-free laundry detergent that you can feel good about.

Just drop one tablet directly into the washing machine drum and let it work its magic. For large loads, double the power with two tablets instead of one.

    Scents: Spring Bloom (smells like wildflowers and sun-ripened citrus) and Fragrance-Free
    Clean Ingredients: Free from dyes, bleach, and harsh chemicals
    Effective: Independently tested to perform alongside major brands
    Space Saving: One Forever Tin can fit one pack of 60 plastic-free laundry detergent tablets and is 3x smaller than the equal load-sized container","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,bath-and-laundry,Laundry,Oxi Laundry Booster Starter Set,15,https://www.blueland.com/products/laundry-booster-starter-set?option=0,https://cdn.sanity.io/images/d864s8gp/production/5115dad7f49bd18c840aa6d7c8972a4991324364-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/5115dad7f49bd18c840aa6d7c8972a4991324364-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Stains have met their match. Our tried, tested, and proven Oxi Laundry Booster helps lift stains, revive whites/colors, and remove odors all in a single scoop of powder. Powerful, without the plastic.

Simply pour one scoop directly into your laundry machine drum when your laundry needs an extra boost of brightening or stain-removing power. For extra tough stains, mix with water and let laundry soak before washing.

    Scents: Spring Bloom (smells like wildflowers and sun-ripened citrus), Clear Skies (smells like fresh air and crisp linens), and Fragrance-Free
    Clean Ingredients: Free from dyes, bleach, and harsh chemicals
    Effective: Independently tested to perform alongside major brands","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,bath-and-laundry,Laundry,Laundry Refill Packs,19,https://www.blueland.com/products/laundry-refill-packs?option=0,https://cdn.sanity.io/images/d864s8gp/production/0ea4b44dd8216fb594b326ab9be6a29ce1b7692f-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/0ea4b44dd8216fb594b326ab9be6a29ce1b7692f-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Reduce, reuse, refill with our powerful plastic-free laundry detergent tablets. Ditch the traditional plastic-wrapped pods and enjoy a clean you can feel good about with a dry-form tablet made to wash without the waste.

Just drop one tablet directly into the washing machine drum and let it work its magic. For large loads, double the power with two tablets instead of one.

    Scents: Spring Bloom (smells like wildflowers and sun-ripened citrus) and Fragrance-Free
    Free from dyes, bleach, and harsh chemicals
    Packaged in compostable paper
    Save 10% when you buy in bulk","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,bath-and-laundry,Laundry,Oxi Laundry Booster Refill,10.8,https://www.blueland.com/products/laundry-booster-refill-packs?option=0,https://cdn.sanity.io/images/d864s8gp/production/52e290a747fe8638b95893cd0153e93183ca87a9-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/52e290a747fe8638b95893cd0153e93183ca87a9-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Reduce, reuse, refill with our Oxi Laundry Booster. Hard-working without the harsh chemicals, our powder lifts stains, revives whites/colors, and fights odors.

    Scents: Spring Bloom (smells like wildflowers and sun-ripened citrus), Clear Skies (smells like fresh air and crisp linens), and Fragrance-Free
    Free from dyes, bleach and harmful ingredients
    Each pouch is equivalent to 25 loads
    Packaged in compostable paper
    Save 10% when you buy in bulk ","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,bath-and-laundry,Laundry,Dryer Ball Starter Set,18,https://www.blueland.com/products/dryer-ball-set,https://cdn.sanity.io/images/d864s8gp/production/6a52b8fcecbeafd3b4e52e18c1d1e2dff467f793-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/9a727d2208c67140921af7c1124520b02ce536ac-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Cut down on dry time, cost, and waste with our wool Dryer Balls that can replace up to 1,000 single-use plastic dryer sheets! Soft clothes couldn't be easier – simply throw the Dryer Balls into your dryer for clothes just like we like them, wrinkle and plastic-free.

    Reuse: Includes 3 dryer balls
    Sustainably Sourced: Made from New Zealand wool
    Effective: Independently tested to reduce dry time and wrinkles","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
health-bath-and-beauty,bath-and-body,Personal Care,Clean Skin Duo,37,https://www.blueland.com/products/clean-skin-duo,https://cdn.sanity.io/images/d864s8gp/production/490b765d3548199892753f9a160d3a1208b2216c-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/004b5487bdd054aa4d206ddcad40f28a4e109368-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Turn your self care into planet care with a clean routine that’s made for you and the planet. Clean up from tip to toe with ingredients and packaging you can feel good about. Buy your bottles once and refill them forever with refill powder packs.

This kit makes 3 full bottles of Body Wash (1 Waterlily Dew, 1 Coconut Milk, 1 Sandalwood Sage) and 1 full bottle of Facial Cleanser (Fragrance-Free).

    Hypoallergenic: Non-irritating cleansers
    Clean Ingredients: Made with people and planet-friendly ingredients like Oat, Vitamin E and Kaolin Clay
    Effective: Derm-tested for an ultra-gentle and non-foaming clean
    Save 21%: Get both best-sellers in one kit and save on costs and emissions","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
health-bath-and-beauty,bath-and-body,Personal Care,Body Wash Starter Set,12,https://www.blueland.com/products/body-wash-starter-set?option=0,https://cdn.sanity.io/images/d864s8gp/production/af2b1f0b6bbe6833a7ff0ceeac0dc965e2307c4e-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/fff40d031cdb6d5c0227064f39e98dedbb2d1468-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"A first-of-its-kind powder to gel body wash eliminating the need for single-use plastic. Our powder + your water = 1 full bottle of body wash.

Designed to be reused and refilled again (and again), this creamy blend of vitamins and minerals gently cleanses while hydrating ingredients work hard for happy, healthy skin.

    Clean Ingredients: Made with plant-based and planet-friendly ingredients
    Gentle: Derm-tested for a hypoallergenic and non-irritating clean
    Zero-Waste: Refills come packaged in paper-based compostable packaging","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
health-bath-and-beauty,bath-and-body,Personal Care,Facial Cleanser Starter Set,13,https://www.blueland.com/products/facial-cleanser-starter-set,https://cdn.sanity.io/images/d864s8gp/production/dc2633112b32516ff2626d90974746c5c941216e-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/b2fa3c5bbc4a2e2f5c45a9d5dfed2adcbe0396c6-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"A first-of-its-kind gentle cleanser that transforms from powder into a full bottle of non-foaming gel with a skin-balanced pH. Our powder + your water = 1 full bottle of facial cleanser.

The gentle blend of hydrating ingredients creates a gel that is hypoallergenic, non-irritating and fragrance-free.

    Clean Ingredients: Made with plant-based and planet-friendly ingredients such as Oat, Kaolin Clay and Vitamin E
    Gentle: Derm-tested for a hypoallergenic clean
    Non-Irritating: Fragrance-free with a skin-balanced pH","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
health-bath-and-beauty,bath-and-body,Personal Care,Body Wash Refills,7.2,https://www.blueland.com/products/body-wash-refills?option=0,https://cdn.sanity.io/images/d864s8gp/production/25a606a81aae64323b3c27400c5971668f4a6cfb-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/25a606a81aae64323b3c27400c5971668f4a6cfb-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Reduce, reuse, and refill with our Body Wash refill pack. One powder refill pack makes one full bottle of creamy, hydrating body wash. Lather up – your skin (and planet) will thank you.

    Clean Ingredients: Made with plant-based and planet-friendly ingredients
    Effective: Derm-tested for an ultra-gentle and hypoallergenic clean","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
health-bath-and-beauty,bath-and-body,Personal Care,Facial Cleanser Refills,9,https://www.blueland.com/products/facial-cleanser-refills,https://cdn.sanity.io/images/d864s8gp/production/83574239d292a877c63ff49ad9cc79a46112ef03-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,https://cdn.sanity.io/images/d864s8gp/production/9a42462717df62713dc0f1654fec093f613e9f04-1540x1520.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Reduce, reuse, and refill with our Facial Cleanser refill packs. One powder refill pack makes one full bottle of non-foaming gel with a skin-balanced pH. Your face (and planet) will thank you.

    Non-Irritating: Fragrance-free, hypoallergenic, skin-balanced pH
    Clean Ingredients: Made with people and planet-friendly ingredients like Oat, Vitamin E and Coconut Acid
    Effective: Derm-tested for an ultra-gentle and non-foaming cleanse","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
health-bath-and-beauty,bath-and-body,Personal Care,Body Wash Forever Bottle,9,https://www.blueland.com/products/body-wash-forever-bottle,https://cdn.sanity.io/images/d864s8gp/production/f732908785d1a73015c4073e2819ac60ab160780-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,–,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Designed to be reused and refilled again (and again), the Body Wash Forever Bottle is a durable, shatterproof alternative to your plastic or glass bottle. The transparent bottle allows for precise water measurement, giving you the visibility to fill up to the half-round with each refill. Just fill, pour, and shake for one full bottle of creamy, hydrating body wash.","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
health-bath-and-beauty,bath-and-body,Personal Care,Facial Cleanser Forever Bottle,9,https://www.blueland.com/products/facial-cleanser-forever-bottle,https://cdn.sanity.io/images/d864s8gp/production/0c4922016a3580d791e5e2827a0531414f10a819-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,–,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Designed to be reused and refilled again (and again), the Facial Cleanser Forever Bottle is a durable, shatterproof alternative to your plastic or glass bottle. The transparent bottle allows for precise water measurement, giving you the visibility to fill up to the half-round with each refill. Just fill, pour, and shake for one full bottle of non-foaming gel.","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,cleaning-supplies,Spray Cleaners,The Clean Essentials,36,https://www.blueland.com/products/the-clean-essentials,https://cdn.sanity.io/images/d864s8gp/production/57e358b3dc3bad7b489699562288141f7419705a-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Upgrade your clean routine with just the essentials – our four best-selling products all in one.

Our Hand Soap, Multi-Surface Cleaner, Bathroom Cleaner, and Glass + Mirror Cleaner have all of the plant-based power without any of the single-use plastic. Made to keep our home and planet in tip top shape.

    Clean Ingredients: Made with plant-based and planet-friendly ingredients
    Effective: Independently tested to perform alongside major brands
    21% Bundle Savings: Get everything in one kit and save on costs and emissions","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,cleaning-supplies,Spray Cleaners,Multi-Surface Starter Set,16,https://www.blueland.com/products/multi-surface-starter-set,https://cdn.sanity.io/images/d864s8gp/production/78c2a7c673f88abb26ed2e37905d86290dc98a69-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Designed to be reused and refilled again (and again), this is the last cleaning bottle you’ll ever need. Our Multi-Surface Cleaner is tried, tested, and proven by independent labs to fight grease and grime with ingredients so clean you'll never need to worry about who's eating off the counter again. Just fill with water, drop in a tablet, and voila! You've got one refillable cleaner to rule them all.

Each tablet makes one full bottle of Multi-Surface Cleaner.

    Scent: Fresh Lemon
    Clean Ingredients: Made with plant-based and planet-friendly ingredients
    Effective: Independently tested to perform alongside major brands
    Save Space & Money: Tablets take up 10x less space than a traditional bottle and refills start at $2.25","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,cleaning-supplies,Spray Cleaners,Bathroom Starter Set,13,https://www.blueland.com/products/bathroom-starter-set,https://cdn.sanity.io/images/d864s8gp/production/7147b30bcde6e2b114e3f302909d2a97e0d2021e-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Transform the dirtiest room in the house into the cleanest with our Bathroom Cleaner that’s all power, no plastic. From your tub to your tile, plant-based ingredients work hard to wash away soap scum and grime without any of the harsh chemicals. Just fill with water, drop in a tablet and voila! You're one spray away from a cleaner bathroom and planet.

Each tablet makes one full bottle of Bathroom Cleaner.

    Scent: A refreshing and crisp Eucalyptus Mint uplifts and cleans all in one wipe
    Clean Ingredients: Made with plant-based and planet-friendly ingredients
    Effective: Independently tested to perform alongside major brands
    Save Space & Money: Tablets take up 10x less space than a traditional bottle and refills start at $2.25","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,cleaning-supplies,Spray Cleaners,Glass + Mirror Starter Set,16,https://www.blueland.com/products/glass-mirror-starter-set,https://cdn.sanity.io/images/d864s8gp/production/98fafe70583a6ea14da813c504f6ab3cc3f72b0c-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"So long, streaks. Our Glass + Mirror Cleaner leaves your windows and surfaces crystal clear without any of the harsh chemicals or ingredients. Just fill with water, drop in a tablet and voila! Your reflection has never looked better.

Each tablet makes one full bottle of Glass + Mirror Cleaner.

    Clean Ingredients: Made with plant-based and planet-friendly ingredients
    Effective: Independently tested to perform alongside major brands
    Save Space & Money: Tablets take up 10x less space than a traditional bottle and refills start at $2.25","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,cleaning-supplies,Spray Cleaners,Multi-Surface Refill Packs,5,https://www.blueland.com/products/multi-surface-refill-packs,https://cdn.sanity.io/images/d864s8gp/production/2bdf654407a48ffc473cff45f3b31d1d5082deb3-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Reduce, reuse, refill with our Multi-Surface refill tablets. Hard-working without the harsh chemicals, our plastic-free tablets have you covered from stovetops to countertops, and wood to stone.

Each tablet delivers 24oz of our powerful Multi-Surface Cleaner spray in a crisp and energizing Fresh Lemon scent. To use, simply fill your Forever Bottle with water, drop in a tablet and get cleaning.

    Clean Ingredients: Made with plant-based and planet-friendly ingredients
    Effective: Independently tested to perform alongside major brands
    Save Space & Money: Tablets take up 10x less space than a traditional bottle and refills start at $2.25","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,cleaning-supplies,Spray Cleaners,Bathroom Refill Packs,5,https://www.blueland.com/products/bathroom-refill-packs,https://cdn.sanity.io/images/d864s8gp/production/7d6e64b01ebbb1c31765246324498a90e30773b5-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Reduce, reuse, refill with our Bathroom refill tablets. Take the dirtiest place in the house and make it the cleanest without any of the harsh ingredients.

Each tablet delivers 24oz of our powerful Bathroom Cleaner spray in a crisp and refreshing Eucalyptus Mint scent. To use, simply fill your Forever Bottle with water, drop in a tablet and get cleaning.

    Clean Ingredients: Made with plant-based and planet-friendly ingredients
    Effective: Independently tested to perform alongside major brands
    Save Space & Money: Tablets take up 10x less space than a traditional bottle and refills start at $2.25

Bathroom Cleaner Ingredients
Name
CAS
Source","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,cleaning-supplies,Spray Cleaners,Glass + Mirror Refill Packs,5,https://www.blueland.com/products/glass-mirror-refill-packs,https://cdn.sanity.io/images/d864s8gp/production/65d8d4a586d04703c6d3d5c96771badc7dafb422-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Reduce, reuse, refill with our Glass + Mirror refill tablets. Say so long, streaks with the help of our plant-powered cleaner.

Each tablet delivers 24oz of our powerful, unscented Glass + Mirror Cleaner spray. To use, simply fill your Forever Bottle with water, drop in a tablet and get cleaning.

    Clean Ingredients: Made with plant-based and planet-friendly ingredients
    Effective: Independently tested to perform alongside major brands
    Save Space & Money: Tablets take up 10x less space than a traditional bottle and refills start at $2.25","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,cleaning-supplies,Spray Cleaners,Cleaning Companions,14,https://www.blueland.com/products/cleaning-companions,https://cdn.sanity.io/images/d864s8gp/production/799e6784c371a203f271567edc750df5f02254e5-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"The ultimate trio of compostable companions for your kitchen. Powerful on dirty dishes and surfaces, gentle on the planet when it’s time for a new one. This kit comes with:

    Cloud Cloth - an ultra-absorbent, strong, reusable cloth that can replace up to 1,500 paper towels (Please note that color may vary)
    Pop-Up Sponge - a cellulose sponge that is plant-based, not plastic
    Scrub Sponge - a dual-action loofah scrubber and absorbent cellulose sponge for your toughest messes","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
home-and-garden,cleaning-supplies,Spray Cleaners,Cloud Cloth,13,https://www.blueland.com/products/cloud-cloth,https://cdn.sanity.io/images/d864s8gp/production/5bca49edde0a2564ce608b6edb1b2decb925f160-1790x1790.jpg?w=700&q=100&fit=clip&auto=format&dpr=2,,EPA Safer Choice,Cradle to Cradle Certified™,Leaping Bunny (cruelty-free),"Goodbye single-use paper towels. Our ultra-absorbent Cloud Cloth is the perfect combo of a sponge and dishcloth. Made from all-natural cotton and plant cellulose, our ultra-absorbent Cloud Cloth is the solution to any surface mess – so you can wipe without the waste.

    Ultra-Absorbent: One cloth can absorb 10x its weight in water and replace as many as 1,500 paper towels
    Easy to Sanitize: Throw it in the dishwasher or boil to easily sanitize","Planet Friendly Packaging
Compostable Refill Packaging
Recyclable Shipping Box
Paper-Based Tape
Water-Based Inks
No Single-Use Plastic","Made without parabens, phosphates, ammonia, VOCs, chlorine, bleach, or phthalates
Vegan, gluten-free, soy and nut-free",
